,AVERAGE_SPEED_DIFF,AVERAGE_FREE_FLOW_SPEED,AVERAGE_TIME_DIFF,AVERAGE_FREE_FLOW_TIME,LUMINOSITY,AVERAGE_TEMPERATURE,AVERAGE_ATMOSP_PRESSURE,AVERAGE_HUMIDITY,AVERAGE_WIND_SPEED,AVERAGE_CLOUDINESS,HOUR,DAY,MONTH,YEAR
5413,0,37.8,1.4,86.8,0,8.0,1027.0,100.0,0.0,4.0,5,1,3,2019
5414,0,41.6,0.0,76.1,0,9.0,995.0,93.0,6.0,2.0,5,24,4,2019
5415,2,41.7,10.3,78.1,2,13.0,1008.0,81.0,3.0,4.0,14,21,11,2018
5417,3,43.0,35.9,86.3,0,13.0,998.0,100.0,5.0,4.0,19,31,1,2019
5419,2,45.1,25.8,82.5,0,12.0,1011.0,87.0,2.0,3.0,4,6,11,2018
5420,0,44.0,1.7,85.5,0,16.0,1019.0,100.0,0.0,1.0,3,24,8,2018
5422,1,45.1,2.4,65.8,2,15.0,1011.0,100.0,2.0,4.0,6,23,6,2019
5425,0,42.8,0.0,86.2,0,16.0,1011.0,93.0,1.0,1.0,6,4,9,2018
5426,2,32.1,17.8,75.7,2,19.0,1014.0,48.0,4.0,6.0,19,4,5,2019
5427,1,33.6,6.7,77.4,0,16.0,1017.0,87.0,1.0,6.0,21,21,6,2019
5429,2,34.2,30.1,85.2,2,18.0,1028.0,77.0,6.0,3.0,13,27,4,2019
5430,2,38.6,18.5,75.6,2,21.0,1016.0,77.0,2.0,6.0,19,26,6,2019
5431,0,36.7,4.8,69.4,0,15.0,1014.0,100.0,2.0,4.0,3,19,6,2019
5432,0,45.5,0.0,80.2,0,15.0,1019.0,100.0,0.0,1.0,4,24,8,2018
5434,1,41.5,16.2,93.8,0,16.0,1020.0,100.0,9.0,3.0,5,15,8,2019
5435,0,41.0,0.0,85.3,1,7.0,1028.0,93.0,1.0,6.0,6,27,4,2019
5440,3,34.6,33.7,80.0,2,23.0,1014.0,45.0,3.0,6.0,17,4,5,2019
5444,0,47.3,2.3,73.5,0,21.0,1018.0,35.0,3.0,6.0,0,6,9,2019
5447,0,41.9,0.0,87.0,0,14.0,1022.0,100.0,1.0,1.0,6,10,9,2018
5448,0,42.0,0.0,75.1,0,7.0,1018.0,93.0,2.0,4.0,3,19,1,2019
5452,2,40.1,21.9,78.5,2,12.0,1021.0,100.0,1.0,6.0,7,13,8,2019
5453,1,43.8,8.7,78.4,2,24.0,1016.0,69.0,3.0,6.0,13,1,9,2019
5455,1,40.5,14.7,81.4,2,17.0,1013.0,93.0,2.0,4.0,11,23,6,2019
5457,1,46.3,1.1,71.7,0,15.0,1012.0,93.0,8.0,4.0,2,8,5,2019
5458,3,39.3,55.8,83.8,2,19.0,1022.0,77.0,2.0,3.0,10,14,8,2019
5460,2,32.9,29.9,83.2,2,19.0,1027.0,77.0,7.0,6.0,14,27,4,2019
5461,1,41.1,3.2,66.8,1,15.0,1013.0,67.0,5.0,6.0,20,12,6,2019
5463,1,45.2,3.5,64.5,0,18.0,1021.0,43.0,3.0,4.0,5,30,5,2019
5464,0,40.1,0.0,89.4,0,17.0,1015.0,100.0,3.0,4.0,3,23,7,2019
5465,1,36.9,8.0,64.5,0,6.0,1020.0,100.0,0.0,5.0,3,17,1,2019
5466,3,39.5,49.6,79.0,2,29.0,1016.0,45.0,3.0,6.0,14,2,9,2019
5469,0,41.8,2.2,68.8,0,14.0,1020.0,82.0,6.0,6.0,21,8,6,2019
5474,0,42.1,0.0,62.9,0,10.0,1023.0,93.0,3.0,6.0,2,8,6,2019
5475,0,42.8,0.0,82.1,0,16.0,1017.0,100.0,5.0,4.0,5,22,7,2019
5476,2,46.7,12.7,60.7,0,15.0,1017.0,93.0,1.0,4.0,2,27,5,2019
5478,4,43.0,91.4,70.6,2,16.0,1012.0,100.0,7.0,6.0,18,9,5,2019
5481,1,42.9,1.2,69.5,0,11.0,1013.0,87.0,2.0,6.0,2,7,6,2019
5482,3,43.7,42.3,85.0,2,14.0,1009.0,93.0,10.0,5.0,15,6,11,2018
5483,0,42.4,1.3,86.1,0,15.0,1017.0,100.0,0.0,1.0,6,14,9,2018
5484,1,34.2,8.5,85.4,1,24.0,1013.0,69.0,3.0,6.0,20,11,7,2019
5486,2,40.5,50.4,84.7,2,18.0,1019.0,77.0,4.0,6.0,18,28,9,2019
5488,1,40.4,5.3,67.7,2,18.0,1021.0,63.0,1.0,4.0,8,26,5,2019
5490,3,40.3,92.4,85.5,2,19.0,1021.0,63.0,7.0,6.0,18,10,9,2019
5491,0,38.2,3.0,64.0,0,16.0,1020.0,59.0,2.0,4.0,4,29,5,2019
5492,2,36.1,31.8,84.2,2,20.0,1018.0,100.0,1.0,4.0,11,30,9,2019
5493,0,44.2,2.7,75.1,0,19.0,1017.0,68.0,4.0,3.0,1,5,9,2019
5498,3,37.1,42.7,89.5,2,29.0,1025.0,42.0,3.0,6.0,14,12,9,2019
5499,0,40.8,3.3,92.0,0,18.0,1016.0,100.0,3.0,1.0,22,25,7,2018
5504,0,36.0,2.5,62.2,0,10.0,1019.0,93.0,1.0,6.0,5,16,6,2019
5506,1,39.5,5.2,63.9,0,14.0,1021.0,82.0,4.0,6.0,22,8,6,2019
5508,4,45.0,47.0,80.6,1,15.0,1020.0,100.0,2.0,1.0,7,20,9,2018
5512,2,36.3,39.4,83.4,2,24.0,1019.0,47.0,5.0,6.0,11,5,9,2019
5517,0,38.1,2.5,65.6,0,13.0,1014.0,82.0,5.0,6.0,23,12,6,2019
5519,3,39.5,38.4,85.4,2,13.0,999.0,100.0,7.0,4.0,16,31,1,2019
5526,2,35.8,33.1,79.6,2,20.0,1023.0,72.0,5.0,6.0,13,11,5,2019
5527,2,42.3,20.2,85.5,2,18.0,1016.0,93.0,4.0,4.0,11,18,8,2019
5530,0,37.4,1.4,62.1,1,25.0,1019.0,34.0,5.0,4.0,20,30,5,2019
5534,0,42.5,0.0,86.9,0,14.0,1017.0,100.0,0.0,1.0,4,30,9,2018
5542,2,40.4,21.8,85.5,2,16.0,1006.0,100.0,5.0,3.0,14,15,10,2018
5546,0,42.7,0.0,83.7,2,15.0,1009.0,100.0,2.0,4.0,9,11,11,2018
5551,0,37.7,0.9,64.7,0,13.0,1020.0,76.0,4.0,4.0,5,25,5,2019
5552,3,41.2,26.4,71.3,2,28.0,1018.0,23.0,6.0,6.0,14,13,5,2019
5554,4,40.5,134.8,89.4,2,20.0,1016.0,100.0,1.0,4.0,14,25,7,2019
5555,2,34.9,36.1,89.1,2,21.0,1019.0,64.0,3.0,2.0,18,28,4,2019
5559,0,39.3,0.0,70.1,0,15.0,1019.0,87.0,1.0,2.0,23,28,4,2019
5560,1,40.6,19.4,77.9,2,20.0,1020.0,94.0,2.0,4.0,13,24,9,2019
5561,3,31.8,45.2,80.7,2,23.0,1014.0,49.0,2.0,6.0,16,4,5,2019
5562,3,39.8,62.9,83.5,2,18.0,1017.0,100.0,2.0,4.0,9,5,7,2019
5565,1,46.3,1.8,64.4,0,13.0,1018.0,93.0,5.0,4.0,1,24,1,2019
5571,0,42.7,5.8,85.9,0,16.0,1017.0,100.0,1.0,6.0,21,18,9,2019
5572,3,32.3,72.5,78.3,2,20.0,1017.0,82.0,3.0,6.0,17,5,5,2019
5574,0,38.6,0.0,94.0,0,6.0,1015.0,100.0,0.0,3.0,6,1,11,2018
5582,0,35.8,4.4,71.0,2,14.0,1017.0,100.0,1.0,4.0,6,2,6,2019
5583,0,44.7,0.0,85.7,0,13.0,1015.0,93.0,0.0,1.0,2,26,10,2018
5584,1,34.1,15.5,80.3,2,12.0,1011.0,100.0,7.0,4.0,14,19,1,2019
5587,0,41.6,9.1,88.8,0,15.0,1019.0,100.0,8.0,4.0,3,21,7,2019
5590,1,35.3,12.8,76.0,2,19.0,1019.0,72.0,4.0,6.0,19,16,6,2019
5592,3,39.3,92.3,77.7,2,5.0,1021.0,100.0,2.0,5.0,9,17,1,2019
5594,0,38.5,3.1,73.4,0,14.0,1018.0,93.0,5.0,6.0,21,29,4,2019
5597,4,44.5,87.8,80.3,2,24.0,1017.0,41.0,5.0,6.0,18,6,9,2019
5599,0,42.2,1.8,71.6,0,13.0,1002.0,100.0,2.0,4.0,23,19,11,2018
5601,0,41.0,0.0,71.6,2,11.0,1014.0,71.0,1.0,3.0,7,5,5,2019
5603,4,42.3,100.3,69.9,2,14.0,1019.0,100.0,3.0,6.0,8,29,4,2019
5607,4,42.8,92.1,71.3,2,22.0,1017.0,60.0,9.0,6.0,17,24,5,2019
5609,1,38.8,12.3,85.1,2,15.0,1016.0,100.0,2.0,4.0,7,25,8,2019
5610,3,42.8,83.5,81.5,2,28.0,1024.0,36.0,4.0,6.0,17,12,9,2019
5612,4,47.1,82.8,62.6,2,10.0,1013.0,93.0,1.0,6.0,7,13,6,2019
5617,0,43.1,0.0,79.0,0,15.0,1011.0,100.0,4.0,4.0,5,10,11,2018
5618,3,42.3,48.1,84.8,2,14.0,1017.0,100.0,1.0,4.0,8,14,9,2018
5629,2,37.4,21.1,85.0,2,19.0,1015.0,88.0,3.0,4.0,9,5,9,2018
5630,1,37.8,8.8,87.2,2,17.0,1015.0,100.0,1.0,1.0,8,22,8,2018
5632,0,41.5,0.0,75.9,1,12.0,1013.0,93.0,8.0,2.0,6,19,4,2019
5633,1,35.0,4.8,81.2,0,17.0,1015.0,100.0,0.0,6.0,23,18,7,2019
5635,2,40.7,65.5,83.3,2,17.0,1016.0,100.0,2.0,6.0,18,18,9,2019
5636,2,33.9,28.4,89.2,2,19.0,1016.0,100.0,0.0,4.0,11,15,7,2019
5637,1,43.5,17.9,87.0,2,17.0,1021.0,100.0,0.0,6.0,8,15,8,2019
5640,0,47.4,0.0,70.2,0,13.0,1012.0,76.0,2.0,4.0,2,4,5,2019
5648,0,43.4,4.1,75.0,0,23.0,1021.0,47.0,5.0,3.0,2,14,9,2019
5649,0,42.0,0.0,82.9,2,17.0,1019.0,77.0,2.0,3.0,9,16,6,2019
5650,1,43.6,5.2,82.7,0,13.0,1005.0,100.0,11.0,4.0,21,6,11,2018
5651,2,44.0,14.8,90.6,0,20.0,1012.0,100.0,7.0,6.0,23,8,8,2019
5656,2,34.1,52.4,91.9,2,22.0,1017.0,83.0,2.0,6.0,16,30,9,2019
5657,4,39.4,77.0,89.2,2,20.0,1015.0,94.0,1.0,4.0,8,10,7,2019
5658,2,33.7,44.4,77.7,2,30.0,1021.0,30.0,5.0,4.0,15,30,5,2019
5661,0,43.4,0.0,83.2,0,14.0,1021.0,100.0,0.0,1.0,5,22,9,2018
5662,2,45.3,10.4,87.4,0,12.0,1014.0,100.0,1.0,4.0,5,26,10,2018
5664,0,34.2,1.5,92.5,1,6.0,1016.0,100.0,3.0,3.0,7,1,11,2018
5665,4,43.2,76.7,76.6,0,11.0,1011.0,87.0,4.0,5.0,18,22,11,2018
5666,2,39.0,20.6,81.8,0,21.0,1017.0,77.0,3.0,6.0,20,21,8,2019
5669,0,37.9,1.1,64.8,2,17.0,1021.0,39.0,6.0,3.0,7,12,5,2019
5671,4,45.8,119.8,65.2,2,22.0,1015.0,28.0,4.0,3.0,8,14,5,2019
5675,3,40.0,54.6,88.8,0,12.0,1006.0,71.0,5.0,5.0,18,29,10,2018
5676,2,42.5,22.8,73.9,2,23.0,1017.0,77.0,1.0,6.0,9,23,8,2019
5677,2,38.4,16.8,80.1,2,30.0,1018.0,42.0,4.0,6.0,14,1,6,2019
5678,2,35.2,37.2,81.7,0,10.0,1018.0,100.0,2.0,4.0,19,16,1,2019
5680,1,42.6,18.3,86.6,2,21.0,1020.0,93.0,3.0,4.0,12,30,8,2019
5681,1,43.8,5.2,80.4,0,17.0,1015.0,100.0,3.0,4.0,3,9,7,2019
5685,1,43.0,6.7,74.1,2,17.0,1018.0,100.0,2.0,4.0,8,31,8,2019
5689,3,43.8,78.4,77.9,0,12.0,1030.0,100.0,0.0,5.0,19,6,12,2018
5690,0,37.5,5.7,89.0,1,21.0,1013.0,88.0,2.0,6.0,20,2,7,2019
5692,2,33.5,29.0,76.8,0,17.0,1018.0,59.0,5.0,6.0,22,24,5,2019
5693,2,35.0,14.5,74.0,2,13.0,1006.0,76.0,4.0,6.0,9,17,4,2019
5694,4,42.3,110.8,83.5,2,1.0,1030.0,80.0,5.0,1.0,9,4,2,2019
5695,0,44.2,0.0,90.1,0,19.0,1015.0,100.0,1.0,1.0,4,6,8,2018
5698,1,44.0,12.9,85.8,0,14.0,1021.0,93.0,2.0,4.0,2,13,8,2019
5700,4,44.4,108.0,75.9,0,15.0,1024.0,58.0,2.0,1.0,18,10,12,2018
5703,0,39.4,0.0,89.1,0,21.0,1014.0,88.0,1.0,4.0,1,11,7,2019
5704,0,43.1,0.0,70.8,0,17.0,1015.0,82.0,5.0,6.0,21,27,5,2019
5706,0,42.8,3.0,84.4,0,5.0,1023.0,100.0,1.0,1.0,5,13,11,2018
5709,1,46.0,2.1,83.2,0,10.0,1002.0,93.0,9.0,4.0,6,5,11,2018
5713,2,43.0,12.5,77.1,0,22.0,1018.0,60.0,3.0,6.0,20,14,9,2019
5715,2,39.1,30.6,87.3,2,26.0,1017.0,88.0,3.0,4.0,14,17,8,2019
5717,2,37.1,17.5,83.1,2,22.0,1014.0,77.0,4.0,6.0,13,22,6,2019
5720,2,33.0,25.0,90.4,2,17.0,1019.0,100.0,1.0,4.0,9,28,8,2019
5729,3,39.8,59.9,94.5,2,19.0,1016.0,94.0,2.0,3.0,18,25,7,2019
5731,2,37.2,29.4,76.8,2,26.0,1021.0,39.0,5.0,4.0,15,29,5,2019
5733,1,45.5,8.7,85.9,0,16.0,1017.0,100.0,3.0,4.0,0,9,9,2019
5734,2,37.3,17.9,82.6,0,21.0,1017.0,68.0,5.0,6.0,20,20,8,2019
5735,2,39.6,20.7,74.5,0,12.0,1030.0,100.0,2.0,4.0,20,6,12,2018
5737,0,37.7,4.7,79.6,0,19.0,1013.0,93.0,1.0,4.0,1,12,7,2019
5738,3,33.1,56.8,77.1,2,23.0,1019.0,56.0,7.0,6.0,16,25,5,2019
5741,2,44.1,25.5,80.5,2,24.0,1024.0,53.0,3.0,6.0,13,11,9,2019
5742,1,37.1,14.7,83.9,0,18.0,1015.0,77.0,2.0,6.0,4,23,8,2019
5744,3,34.2,162.3,90.3,2,22.0,1018.0,64.0,5.0,6.0,16,19,8,2019
5750,3,45.7,41.1,86.1,1,17.0,1017.0,93.0,2.0,1.0,19,14,9,2018
5751,1,44.0,0.8,80.6,0,13.0,1021.0,100.0,1.0,3.0,3,25,9,2019
5752,0,47.9,0.0,82.1,2,17.0,1018.0,39.0,4.0,6.0,7,7,9,2019
5753,0,48.1,4.6,90.5,0,18.0,1016.0,100.0,2.0,4.0,3,26,7,2018
5760,3,37.1,67.8,89.6,2,19.0,1016.0,88.0,3.0,4.0,16,22,8,2018
5765,1,45.3,1.9,81.1,0,10.0,1000.0,93.0,8.0,3.0,23,29,10,2018
5767,1,38.2,9.5,91.4,2,17.0,1014.0,100.0,4.0,4.0,9,28,8,2018
5769,0,42.3,0.0,82.7,0,14.0,1020.0,100.0,0.0,1.0,3,19,9,2018
5772,1,40.9,4.1,87.0,0,16.0,1019.0,100.0,2.0,1.0,22,23,8,2018
5775,2,38.7,20.1,84.6,2,24.0,1020.0,93.0,2.0,4.0,13,30,8,2019
5778,2,34.7,19.7,96.6,2,14.0,1022.0,62.0,3.0,4.0,14,4,3,2019
5779,2,31.8,29.4,94.4,2,12.0,1017.0,87.0,7.0,3.0,16,29,1,2019
5780,0,38.0,3.9,91.6,0,19.0,1012.0,88.0,2.0,1.0,22,27,8,2018
5781,4,50.1,58.4,72.8,0,22.0,1014.0,88.0,4.0,6.0,22,11,7,2019
5782,0,41.9,0.0,74.1,0,11.0,1010.0,93.0,6.0,2.0,0,18,4,2019
5783,0,38.1,4.6,83.0,0,7.0,1029.0,93.0,0.0,4.0,2,10,12,2018
5786,2,46.1,17.2,83.8,0,15.0,1023.0,100.0,6.0,4.0,1,12,8,2019
5787,1,40.2,10.6,82.1,0,19.0,1016.0,88.0,1.0,4.0,3,21,8,2019
5792,2,33.9,12.3,82.2,1,25.0,1014.0,60.0,2.0,6.0,20,12,7,2019
5793,0,37.9,7.9,81.8,0,22.0,1016.0,83.0,1.0,6.0,23,2,9,2019
5794,3,39.3,60.5,68.4,2,17.0,1012.0,100.0,7.0,4.0,16,18,6,2019
5797,3,38.4,40.3,74.2,2,22.0,1018.0,60.0,8.0,6.0,15,24,5,2019
5799,0,39.8,1.1,60.4,1,15.0,1020.0,77.0,6.0,6.0,20,8,6,2019
5800,2,44.2,7.7,64.0,2,9.0,1014.0,100.0,0.0,3.0,6,14,6,2019
5805,0,40.2,2.1,67.5,0,18.0,1018.0,47.0,5.0,4.0,5,31,5,2019
5809,3,40.2,53.3,87.0,2,11.0,998.0,81.0,6.0,4.0,17,1,2,2019
5818,1,43.9,9.3,83.4,2,14.0,1008.0,93.0,4.0,4.0,14,11,11,2018
5821,4,43.7,138.9,78.7,2,21.0,1012.0,73.0,4.0,6.0,17,20,9,2019
5823,1,40.0,7.4,81.2,2,16.0,1016.0,93.0,2.0,4.0,6,20,7,2019
5824,1,38.1,4.3,65.9,0,12.0,1020.0,87.0,3.0,6.0,1,9,6,2019
5826,3,36.2,32.2,78.3,2,27.0,1015.0,31.0,3.0,6.0,16,14,5,2019
5827,0,40.0,0.0,77.8,0,12.0,1008.0,93.0,4.0,3.0,21,17,4,2019
5828,0,38.7,1.2,65.4,2,11.0,1020.0,93.0,0.0,6.0,8,9,6,2019
5831,1,43.8,12.2,88.2,0,16.0,1019.0,100.0,7.0,4.0,3,16,8,2019
5832,4,48.4,124.9,72.2,2,14.0,1025.0,87.0,2.0,3.0,8,11,9,2019
5833,3,35.9,87.7,75.4,2,19.0,1017.0,63.0,7.0,6.0,15,11,6,2019
5835,2,46.5,5.3,63.3,0,10.0,1032.0,100.0,0.0,4.0,1,8,12,2018
5836,1,42.4,15.0,84.3,0,20.0,1012.0,100.0,5.0,4.0,0,9,8,2019
5837,0,41.0,0.0,71.6,0,11.0,1013.0,87.0,1.0,6.0,4,5,5,2019
5838,1,41.9,1.7,87.0,0,17.0,1004.0,88.0,10.0,4.0,4,11,10,2018
5839,0,35.6,1.8,60.6,0,21.0,1020.0,56.0,1.0,6.0,22,12,5,2019
5840,0,46.2,0.0,71.9,0,12.0,996.0,93.0,6.0,4.0,20,22,4,2019
5843,4,41.0,74.7,72.2,2,14.0,1006.0,93.0,13.0,4.0,15,6,6,2019
5845,2,45.9,4.6,80.6,0,5.0,1024.0,100.0,3.0,4.0,3,8,2,2019
5846,2,34.8,24.8,85.0,2,13.0,1018.0,93.0,9.0,5.0,13,9,11,2018
5847,2,35.3,32.9,86.8,2,14.0,1021.0,93.0,2.0,4.0,14,4,12,2018
5848,0,42.0,0.0,74.0,0,13.0,1019.0,100.0,4.0,3.0,23,29,4,2019
5851,0,42.9,5.2,87.0,0,17.0,1015.0,93.0,1.0,1.0,2,6,9,2018
5853,1,48.4,13.8,78.9,0,19.0,1017.0,77.0,1.0,6.0,5,21,8,2019
5854,0,49.4,2.3,76.4,0,21.0,1016.0,78.0,1.0,6.0,0,3,9,2019
5855,0,45.0,2.3,71.6,0,22.0,1018.0,33.0,3.0,6.0,23,5,9,2019
5857,0,38.4,0.0,63.1,2,11.0,1015.0,82.0,1.0,6.0,8,19,5,2019
5859,2,38.5,30.7,80.1,2,7.0,1021.0,93.0,4.0,5.0,14,18,1,2019
5860,3,39.4,84.5,87.0,2,19.0,1022.0,64.0,2.0,3.0,10,13,8,2019
5862,3,35.1,89.2,76.7,2,19.0,1021.0,67.0,3.0,6.0,16,9,6,2019
5865,3,46.4,53.9,74.1,2,13.0,1003.0,100.0,5.0,5.0,10,31,1,2019
5869,0,45.8,0.0,85.3,0,15.0,1019.0,100.0,5.0,4.0,2,29,8,2019
5872,1,47.9,1.7,72.4,0,9.0,1020.0,100.0,3.0,5.0,6,29,1,2019
5876,4,44.4,148.7,79.5,2,17.0,1018.0,100.0,5.0,4.0,8,24,9,2019
5881,2,33.3,21.6,79.1,2,24.0,1025.0,44.0,3.0,6.0,12,11,9,2019
5882,3,34.6,104.0,81.2,0,12.0,1030.0,100.0,1.0,1.0,19,9,12,2018
5884,1,43.7,13.7,85.4,1,16.0,1020.0,100.0,9.0,4.0,6,15,8,2019
5894,1,34.1,16.7,85.9,2,12.0,1022.0,93.0,4.0,4.0,11,12,12,2018
5898,1,41.4,16.0,86.7,0,16.0,1016.0,100.0,4.0,6.0,23,19,7,2019
5900,2,35.1,21.4,85.8,0,18.0,1018.0,82.0,0.0,4.0,18,21,10,2018
5903,0,35.9,4.0,89.0,0,9.0,1007.0,87.0,11.0,5.0,0,2,2,2019
5910,0,40.4,2.0,66.9,0,17.0,1019.0,40.0,6.0,6.0,23,28,5,2019
5913,0,41.3,0.0,82.6,0,17.0,1019.0,93.0,1.0,1.0,20,18,9,2018
5914,0,39.6,2.8,70.3,0,21.0,1017.0,64.0,3.0,6.0,21,4,9,2019
5917,4,44.5,82.0,87.0,2,15.0,1021.0,100.0,2.0,1.0,9,20,9,2018
5918,1,47.9,8.6,76.3,0,15.0,1023.0,72.0,5.0,6.0,22,10,9,2019
5919,0,46.8,0.0,71.8,0,9.0,1006.0,81.0,4.0,3.0,4,25,4,2019
5920,0,37.8,1.3,65.3,0,12.0,1013.0,87.0,4.0,3.0,1,13,6,2019
5928,2,42.7,23.2,76.9,2,25.0,1017.0,69.0,1.0,6.0,19,21,8,2019
5929,1,44.2,3.0,82.6,0,17.0,1018.0,93.0,5.0,3.0,23,8,8,2018
5931,0,40.8,1.9,86.0,0,13.0,1007.0,93.0,5.0,5.0,0,7,11,2018
5933,2,36.2,24.9,83.5,2,24.0,1019.0,36.0,5.0,6.0,12,6,9,2019
5934,3,39.7,30.6,63.1,2,22.0,1015.0,64.0,7.0,6.0,18,27,5,2019
5935,3,42.2,80.2,72.8,2,24.0,1018.0,36.0,7.0,6.0,9,3,9,2019
5939,4,42.3,73.8,78.9,2,27.0,1019.0,32.0,5.0,6.0,14,6,9,2019
5945,0,40.8,3.0,74.3,2,7.0,1015.0,93.0,7.0,4.0,9,19,1,2019
5946,3,44.3,78.6,77.5,2,22.0,1022.0,60.0,5.0,6.0,18,11,9,2019
5952,3,43.4,27.7,79.4,2,25.0,1019.0,34.0,5.0,6.0,13,6,9,2019
5953,1,45.1,1.7,84.7,1,13.0,1011.0,76.0,9.0,5.0,7,8,11,2018
5954,1,41.3,9.4,86.3,0,13.0,1002.0,100.0,10.0,4.0,17,4,11,2018
5959,3,37.6,72.4,78.0,2,13.0,1021.0,76.0,7.0,3.0,17,20,1,2019
5961,3,33.3,44.8,87.7,2,31.0,1019.0,35.0,4.0,6.0,16,3,9,2019
5964,0,47.2,0.0,70.3,0,13.0,1022.0,100.0,0.0,4.0,1,4,12,2018
5971,2,35.4,26.6,78.5,2,13.0,1018.0,93.0,10.0,4.0,12,23,1,2019
5972,0,41.2,0.0,90.0,2,14.0,1019.0,87.0,6.0,6.0,8,16,6,2019
5973,0,41.0,0.0,71.9,0,11.0,1023.0,100.0,1.0,6.0,4,28,4,2019
5974,0,45.8,0.0,83.1,0,14.0,1020.0,82.0,5.0,6.0,4,10,9,2019
5975,3,42.2,28.3,68.9,2,15.0,1012.0,93.0,9.0,4.0,13,9,5,2019
5980,0,40.8,0.0,75.8,0,17.0,1016.0,93.0,3.0,4.0,1,29,6,2019
5982,0,42.6,0.0,83.4,0,20.0,1014.0,100.0,1.0,4.0,2,11,7,2019
5983,4,43.5,73.5,87.9,2,16.0,1021.0,77.0,3.0,1.0,7,24,9,2018
5985,0,43.3,6.0,85.7,0,16.0,1016.0,100.0,2.0,1.0,1,18,9,2018
5986,0,42.0,0.0,73.5,0,13.0,1012.0,87.0,1.0,6.0,3,4,5,2019
5991,0,39.2,0.0,91.4,0,7.0,1024.0,93.0,1.0,4.0,1,8,2,2019
5996,4,42.8,45.5,70.0,1,6.0,1023.0,93.0,2.0,1.0,8,22,1,2019
5997,3,38.9,129.5,83.3,2,21.0,1022.0,72.0,2.0,6.0,11,13,8,2019
5999,0,44.8,0.0,89.5,0,19.0,1015.0,100.0,1.0,1.0,2,6,8,2018
6000,4,45.0,173.1,72.7,2,17.0,1017.0,88.0,3.0,4.0,8,16,9,2019
6004,0,37.5,2.9,65.1,1,19.0,1016.0,82.0,2.0,6.0,20,26,6,2019
6005,3,42.4,38.3,81.3,2,24.0,1015.0,73.0,4.0,6.0,18,9,7,2019
6008,3,33.6,49.0,76.1,2,23.0,1015.0,82.0,4.0,6.0,15,15,5,2019
6009,0,50.3,1.9,72.1,0,17.0,1020.0,100.0,2.0,4.0,22,29,8,2019
6010,0,39.4,0.0,88.1,2,18.0,1014.0,100.0,3.0,4.0,6,13,7,2019
6015,1,37.3,6.8,63.8,0,15.0,1021.0,68.0,2.0,3.0,1,12,5,2019
6019,0,41.5,0.0,75.5,1,9.0,1006.0,71.0,3.0,3.0,6,25,4,2019
6021,1,34.9,7.4,74.6,1,18.0,1017.0,82.0,3.0,6.0,20,21,6,2019
6022,0,36.6,3.9,77.0,0,14.0,1019.0,87.0,4.0,6.0,1,7,5,2019
6024,3,38.7,56.7,84.6,2,28.0,1016.0,36.0,5.0,6.0,16,8,9,2019
6026,4,41.8,115.1,78.7,2,26.0,1015.0,45.0,3.0,3.0,10,10,7,2019
6028,0,42.8,0.0,82.1,0,17.0,1017.0,93.0,2.0,4.0,4,22,7,2019
6029,4,45.6,60.1,75.8,2,15.0,1022.0,100.0,2.0,1.0,9,10,9,2018
6031,0,48.0,0.0,90.3,0,16.0,1012.0,100.0,0.0,5.0,3,16,10,2018
6032,2,35.3,16.2,75.1,0,17.0,1021.0,77.0,3.0,6.0,21,11,5,2019
6036,1,43.1,2.8,82.1,0,12.0,1014.0,93.0,1.0,1.0,6,26,10,2018
6038,3,35.1,100.0,80.6,2,23.0,1022.0,68.0,4.0,6.0,16,11,5,2019
6040,2,43.4,14.2,86.2,2,13.0,1004.0,100.0,11.0,5.0,16,4,11,2018
6041,2,37.3,34.2,92.7,2,19.0,1013.0,88.0,1.0,4.0,11,4,9,2018
6043,0,45.5,0.0,87.6,0,14.0,1017.0,100.0,2.0,4.0,3,9,9,2019
6045,0,41.5,0.0,88.4,0,5.0,1023.0,100.0,4.0,4.0,6,8,2,2019
6047,2,42.2,32.2,86.6,2,16.0,1008.0,100.0,2.0,6.0,17,21,9,2019
6051,1,35.0,7.6,71.4,0,13.0,1025.0,100.0,5.0,2.0,0,28,4,2019
6055,0,47.8,0.0,74.7,0,18.0,1015.0,82.0,6.0,3.0,1,2,9,2019
6057,1,46.5,2.5,72.0,0,8.0,1000.0,93.0,4.0,3.0,1,24,4,2019
6058,0,44.6,9.1,74.2,0,20.0,1019.0,82.0,3.0,6.0,23,3,9,2019
6060,2,44.6,17.3,79.7,0,17.0,1022.0,82.0,4.0,6.0,21,12,8,2019
6062,0,38.3,2.6,80.3,0,10.0,997.0,87.0,5.0,6.0,2,1,2,2019
6067,3,42.6,82.3,77.8,2,29.0,1016.0,48.0,3.0,6.0,15,2,9,2019
6068,1,43.6,9.4,76.9,0,19.0,1017.0,88.0,1.0,4.0,4,21,8,2019
6069,1,33.2,4.8,64.5,0,13.0,1020.0,87.0,2.0,6.0,0,9,6,2019
6072,1,41.4,14.8,88.9,0,17.0,1020.0,93.0,2.0,4.0,0,16,8,2019
6073,2,34.9,35.2,79.2,2,13.0,1000.0,71.0,4.0,6.0,16,23,4,2019
6075,4,41.9,79.6,86.2,2,29.0,1019.0,39.0,6.0,6.0,17,13,9,2019
6076,3,36.2,52.1,86.6,2,25.0,1019.0,60.0,3.0,3.0,10,4,9,2019
