,AVERAGE_SPEED_DIFF,AVERAGE_FREE_FLOW_SPEED,AVERAGE_TIME_DIFF,AVERAGE_FREE_FLOW_TIME,LUMINOSITY,AVERAGE_TEMPERATURE,AVERAGE_ATMOSP_PRESSURE,AVERAGE_HUMIDITY,AVERAGE_WIND_SPEED,HOUR,DAY,MONTH,YEAR,IS_STORMY
5510,0,45.4,5.5,80.7,0,11.0,1023.0,76.0,3.0,22,13,11,2018,0.0
5511,0,41.2,1.2,80.9,0,10.0,1010.0,100.0,2.0,23,11,11,2018,0.0
5512,2,36.3,39.4,83.4,2,24.0,1019.0,47.0,5.0,11,5,9,2019,0.0
5513,3,42.1,33.5,76.1,0,12.0,1023.0,87.0,4.0,18,28,1,2019,0.0
5514,4,43.2,107.3,70.5,2,17.0,1022.0,63.0,3.0,17,7,6,2019,0.0
5515,1,40.9,24.1,87.0,2,16.0,1014.0,77.0,4.0,14,14,10,2018,0.0
5516,2,42.1,21.5,83.9,2,13.0,1017.0,54.0,7.0,10,27,10,2018,0.0
5517,0,38.1,2.5,65.6,0,13.0,1014.0,82.0,5.0,23,12,6,2019,0.0
5518,4,45.5,55.1,68.1,1,12.0,1017.0,93.0,7.0,8,23,1,2019,0.0
5520,2,42.8,6.0,71.3,1,14.0,1016.0,93.0,5.0,6,7,5,2019,0.0
5521,3,41.7,110.9,87.4,2,20.0,1022.0,64.0,8.0,16,9,8,2018,0.0
5522,0,46.4,0.0,87.3,0,13.0,1014.0,82.0,4.0,0,27,10,2018,0.0
5523,0,44.0,0.0,87.4,2,11.0,1017.0,100.0,1.0,7,25,8,2018,0.0
5524,3,36.2,62.0,87.2,2,24.0,1017.0,83.0,4.0,17,27,8,2019,0.0
5525,0,46.2,0.0,82.8,0,14.0,1017.0,93.0,0.0,2,28,7,2018,0.0
5526,2,35.8,33.1,79.6,2,20.0,1023.0,72.0,5.0,13,11,5,2019,0.0
5527,2,42.3,20.2,85.5,2,18.0,1016.0,93.0,4.0,11,18,8,2019,0.0
5528,2,40.3,16.3,88.9,2,22.0,1017.0,73.0,3.0,14,28,7,2018,0.0
5529,0,44.8,0.0,83.5,0,19.0,1018.0,82.0,2.0,5,30,7,2018,0.0
5530,0,37.4,1.4,62.1,1,25.0,1019.0,34.0,5.0,20,30,5,2019,0.0
5531,4,44.5,74.1,85.0,2,10.0,1003.0,93.0,3.0,9,31,10,2018,0.0
5532,0,37.1,0.0,91.4,0,6.0,1013.0,100.0,1.0,3,1,11,2018,0.0
5533,0,46.1,0.0,79.4,0,12.0,1021.0,66.0,4.0,2,7,10,2018,0.0
5534,0,42.5,0.0,86.9,0,14.0,1017.0,100.0,0.0,4,30,9,2018,0.0
5535,0,42.4,1.5,81.2,0,19.0,1018.0,60.0,1.0,22,25,9,2018,0.0
5536,1,38.1,12.9,89.9,2,21.0,1013.0,64.0,2.0,13,27,8,2018,0.0
5537,1,40.4,22.3,85.8,2,18.0,1019.0,72.0,2.0,11,30,8,2018,0.0
5538,2,39.6,19.5,88.3,2,19.0,1015.0,82.0,3.0,17,29,9,2018,0.0
5539,0,37.6,0.0,74.9,0,8.0,1025.0,93.0,3.0,0,1,12,2018,0.0
5540,0,38.7,3.0,71.2,0,16.0,1013.0,45.0,2.0,3,21,4,2019,0.0
5541,0,47.6,0.0,87.8,1,18.0,1018.0,68.0,3.0,7,21,10,2018,0.0
5543,3,43.7,34.5,75.3,0,14.0,1013.0,77.0,3.0,20,16,11,2018,0.0
5544,2,32.2,26.6,76.6,2,14.0,1001.0,82.0,2.0,12,20,11,2018,0.0
5545,2,34.2,19.5,92.3,2,32.0,1013.0,41.0,4.0,16,2,8,2018,0.0
5547,0,46.8,0.0,83.6,0,18.0,1013.0,77.0,0.0,6,8,9,2018,0.0
5548,0,41.7,4.5,91.7,0,15.0,1022.0,39.0,7.0,5,23,10,2018,0.0
5549,0,39.1,0.0,89.2,0,9.0,1030.0,81.0,1.0,21,11,2,2019,0.0
5550,2,34.5,15.9,86.8,2,19.0,1021.0,82.0,3.0,10,29,8,2018,0.0
5551,0,37.7,0.9,64.7,0,13.0,1020.0,76.0,4.0,5,25,5,2019,0.0
5552,3,41.2,26.4,71.3,2,28.0,1018.0,23.0,6.0,14,13,5,2019,0.0
5553,3,41.7,61.8,81.6,2,20.0,1021.0,72.0,2.0,16,25,9,2019,0.0
5555,2,34.9,36.1,89.1,2,21.0,1019.0,64.0,3.0,18,28,4,2019,0.0
5556,2,46.6,12.5,76.0,0,13.0,1019.0,93.0,2.0,6,23,9,2019,0.0
5557,0,42.3,0.0,74.6,0,6.0,1020.0,93.0,2.0,3,26,1,2019,0.0
5558,2,32.4,21.6,83.9,2,13.0,1026.0,82.0,6.0,11,5,12,2018,0.0
5561,3,31.8,45.2,80.7,2,23.0,1014.0,49.0,2.0,16,4,5,2019,0.0
5562,3,39.8,62.9,83.5,2,18.0,1017.0,100.0,2.0,9,5,7,2019,0.0
5563,1,43.0,17.9,88.8,2,24.0,1014.0,42.0,3.0,12,7,9,2018,0.0
5564,4,42.8,127.5,82.0,2,17.0,1014.0,72.0,2.0,9,19,10,2018,0.0
5565,1,46.3,1.8,64.4,0,13.0,1018.0,93.0,5.0,1,24,1,2019,0.0
5566,2,35.2,17.3,82.0,2,21.0,1018.0,88.0,5.0,13,29,4,2019,0.0
5567,1,42.3,4.7,63.6,0,14.0,1016.0,100.0,1.0,3,20,6,2019,0.0
5568,0,44.9,0.0,84.6,0,14.0,1012.0,100.0,0.0,6,27,8,2018,0.0
5569,0,36.5,1.3,69.3,0,14.0,1014.0,93.0,3.0,2,16,5,2019,0.0
5570,2,34.2,20.1,101.1,2,13.0,1023.0,71.0,5.0,13,8,2,2019,0.0
5571,0,42.7,5.8,85.9,0,16.0,1017.0,100.0,1.0,21,18,9,2019,0.0
5572,3,32.3,72.5,78.3,2,20.0,1017.0,82.0,3.0,17,5,5,2019,0.0
5573,2,34.3,23.1,73.7,2,17.0,1019.0,88.0,1.0,9,21,6,2019,0.0
5574,0,38.6,0.0,94.0,0,6.0,1015.0,100.0,0.0,6,1,11,2018,0.0
5575,1,35.9,10.6,86.6,2,15.0,1021.0,67.0,8.0,13,28,11,2018,0.0
5576,4,43.3,62.8,72.1,2,17.0,1018.0,82.0,4.0,17,10,5,2019,0.0
5577,0,40.7,1.9,83.8,0,14.0,1016.0,77.0,3.0,21,15,11,2018,0.0
5578,1,41.9,19.6,77.2,2,20.0,1020.0,77.0,2.0,13,16,9,2018,0.0
5579,2,34.8,17.0,88.4,2,18.0,1020.0,100.0,1.0,10,13,9,2018,0.0
5580,0,40.4,1.5,83.2,2,11.0,1016.0,62.0,7.0,8,27,10,2018,0.0
5581,0,46.7,0.0,87.6,0,15.0,1015.0,100.0,1.0,6,15,8,2018,0.0
5582,0,35.8,4.4,71.0,2,14.0,1017.0,100.0,1.0,6,2,6,2019,0.0
5583,0,44.7,0.0,85.7,0,13.0,1015.0,93.0,0.0,2,26,10,2018,0.0
5584,1,34.1,15.5,80.3,2,12.0,1011.0,100.0,7.0,14,19,1,2019,0.0
5585,1,40.8,3.1,74.0,2,12.0,1012.0,87.0,1.0,10,25,11,2018,0.0
5586,0,36.7,0.0,77.5,2,11.0,1023.0,66.0,5.0,11,27,1,2019,0.0
5587,0,41.6,9.1,88.8,0,15.0,1019.0,100.0,8.0,3,21,7,2019,0.0
5588,0,44.0,0.0,85.5,0,11.0,1011.0,76.0,3.0,4,9,10,2018,0.0
5589,2,41.9,23.4,76.1,2,24.0,1017.0,78.0,2.0,13,30,9,2019,0.0
5590,1,35.3,12.8,76.0,2,19.0,1019.0,72.0,4.0,19,16,6,2019,0.0
5591,1,41.9,17.7,86.5,0,16.0,1017.0,93.0,4.0,2,6,7,2019,0.0
5592,3,39.3,92.3,77.7,2,5.0,1021.0,100.0,2.0,9,17,1,2019,0.0
5593,3,42.8,54.2,85.7,2,19.0,1017.0,88.0,2.0,17,14,9,2018,0.0
5595,0,44.9,0.0,84.6,0,10.0,1004.0,71.0,1.0,5,10,10,2018,0.0
5596,4,43.6,66.2,72.5,2,10.0,1022.0,93.0,2.0,8,12,12,2018,0.0
5597,4,44.5,87.8,80.3,2,24.0,1017.0,41.0,5.0,18,6,9,2019,0.0
5598,3,38.9,66.3,77.5,2,16.0,1012.0,72.0,5.0,14,18,4,2019,0.0
5600,1,34.6,13.8,87.4,2,27.0,1015.0,54.0,2.0,17,5,8,2018,0.0
5601,0,41.0,0.0,71.6,2,11.0,1014.0,71.0,1.0,7,5,5,2019,0.0
5602,2,38.3,18.8,83.5,2,12.0,1026.0,93.0,2.0,14,7,2,2019,0.0
5603,4,42.3,100.3,69.9,2,14.0,1019.0,100.0,3.0,8,29,4,2019,0.0
5604,3,42.8,20.2,89.6,2,21.0,1019.0,88.0,3.0,19,30,7,2018,0.0
5605,1,39.2,11.4,76.8,0,17.0,1021.0,93.0,0.0,22,20,9,2018,0.0
5606,0,38.1,1.5,63.4,0,13.0,1015.0,93.0,2.0,23,8,5,2019,0.0
5607,4,42.8,92.1,71.3,2,22.0,1017.0,60.0,9.0,17,24,5,2019,0.0
5608,0,48.1,0.0,67.9,0,16.0,1016.0,100.0,0.0,5,27,6,2019,0.0
5609,1,38.8,12.3,85.1,2,15.0,1016.0,100.0,2.0,7,25,8,2019,0.0
5610,3,42.8,83.5,81.5,2,28.0,1024.0,36.0,4.0,17,12,9,2019,0.0
5611,0,43.0,0.0,85.8,0,13.0,1022.0,93.0,2.0,1,10,8,2018,0.0
5612,4,47.1,82.8,62.6,2,10.0,1013.0,93.0,1.0,7,13,6,2019,0.0
5613,3,33.6,116.1,81.5,0,9.0,1032.0,100.0,1.0,21,8,12,2018,0.0
5614,0,44.4,0.0,87.7,0,10.0,1019.0,87.0,3.0,1,5,3,2019,0.0
5615,4,41.4,60.2,74.0,2,7.0,1024.0,87.0,4.0,9,27,11,2018,0.0
5616,2,37.1,28.2,90.2,2,22.0,1017.0,73.0,4.0,16,28,7,2018,0.0
5618,3,42.3,48.1,84.8,2,14.0,1017.0,100.0,1.0,8,14,9,2018,0.0
5619,0,37.4,0.0,92.5,0,12.0,1026.0,71.0,1.0,0,26,2,2019,0.0
5620,2,34.0,55.3,97.3,0,13.0,1021.0,71.0,0.0,19,16,2,2019,0.0
5621,4,42.3,98.2,82.3,1,15.0,1011.0,58.0,2.0,7,9,10,2018,0.0
5622,2,38.8,17.5,72.4,2,15.0,1014.0,87.0,5.0,13,8,5,2019,0.0
5623,0,41.8,0.0,74.4,0,7.0,1018.0,93.0,4.0,4,19,1,2019,0.0
5624,0,43.6,0.0,90.9,0,17.0,1020.0,88.0,2.0,23,21,10,2018,0.0
5625,1,45.0,5.0,71.3,2,18.0,1017.0,88.0,1.0,10,1,9,2019,0.0
5626,0,43.1,0.0,90.8,2,22.0,1016.0,69.0,1.0,8,5,8,2018,0.0
5627,1,40.0,17.2,91.1,2,14.0,1016.0,50.0,6.0,12,27,10,2018,0.0
5628,3,34.8,60.1,76.3,0,8.0,1032.0,100.0,0.0,22,8,12,2018,0.0
5629,2,37.4,21.1,85.0,2,19.0,1015.0,88.0,3.0,9,5,9,2018,0.0
5630,1,37.8,8.8,87.2,2,17.0,1015.0,100.0,1.0,8,22,8,2018,0.0
5631,1,42.4,2.9,63.1,0,16.0,1016.0,93.0,4.0,2,29,6,2019,0.0
5633,1,35.0,4.8,81.2,0,17.0,1015.0,100.0,0.0,23,18,7,2019,0.0
5634,2,46.8,10.0,69.6,0,11.0,1019.0,100.0,4.0,7,29,1,2019,0.0
5635,2,40.7,65.5,83.3,2,17.0,1016.0,100.0,2.0,18,18,9,2019,0.0
5636,2,33.9,28.4,89.2,2,19.0,1016.0,100.0,0.0,11,15,7,2019,0.0
5637,1,43.5,17.9,87.0,2,17.0,1021.0,100.0,0.0,8,15,8,2019,0.0
5638,1,35.4,26.0,98.1,0,18.0,1013.0,93.0,2.0,23,3,7,2019,0.0
5639,0,42.1,0.0,83.9,0,12.0,1020.0,100.0,2.0,5,26,9,2019,0.0
5640,0,47.4,0.0,70.2,0,13.0,1012.0,76.0,2.0,2,4,5,2019,0.0
5641,1,37.5,9.8,68.0,0,14.0,1021.0,100.0,0.0,2,11,5,2019,0.0
5642,2,33.6,23.4,89.8,2,11.0,1021.0,62.0,1.0,12,19,2,2019,0.0
5643,0,38.9,3.0,91.1,0,11.0,1024.0,93.0,3.0,4,3,3,2019,0.0
5644,3,42.3,32.0,71.0,2,14.0,1016.0,71.0,6.0,19,17,5,2019,0.0
5645,0,41.8,0.0,73.8,0,13.0,1011.0,71.0,2.0,3,1,4,2019,0.0
5646,0,44.1,4.1,71.0,0,14.0,1029.0,93.0,1.0,2,6,12,2018,0.0
5647,2,35.1,37.7,78.4,2,15.0,1028.0,58.0,3.0,16,26,4,2019,0.0
5648,0,43.4,4.1,75.0,0,23.0,1021.0,47.0,5.0,2,14,9,2019,0.0
5649,0,42.0,0.0,82.9,2,17.0,1019.0,77.0,2.0,9,16,6,2019,0.0
5652,1,36.9,11.8,91.0,2,12.0,1022.0,87.0,0.0,7,10,8,2018,0.0
5653,1,33.9,23.0,112.0,2,16.0,1024.0,63.0,4.0,13,21,2,2019,0.0
5654,3,34.3,109.9,94.6,2,19.0,1018.0,88.0,3.0,16,12,8,2018,0.0
5655,0,48.1,0.0,86.3,0,20.0,1024.0,83.0,1.0,1,27,9,2018,0.0
5656,2,34.1,52.4,91.9,2,22.0,1017.0,83.0,2.0,16,30,9,2019,0.0
5657,4,39.4,77.0,89.2,2,20.0,1015.0,94.0,1.0,8,10,7,2019,0.0
5658,2,33.7,44.4,77.7,2,30.0,1021.0,30.0,5.0,15,30,5,2019,0.0
5659,1,39.2,12.6,87.1,2,19.0,1011.0,82.0,5.0,13,11,10,2018,0.0
5660,0,36.6,0.0,103.7,0,14.0,1028.0,67.0,4.0,23,22,2,2019,0.0
5661,0,43.4,0.0,83.2,0,14.0,1021.0,100.0,0.0,5,22,9,2018,0.0
5662,2,45.3,10.4,87.4,0,12.0,1014.0,100.0,1.0,5,26,10,2018,0.0
5663,1,42.3,7.1,88.5,0,16.0,1016.0,93.0,3.0,20,17,9,2018,0.0
5664,0,34.2,1.5,92.5,1,6.0,1016.0,100.0,3.0,7,1,11,2018,0.0
5666,2,39.0,20.6,81.8,0,21.0,1017.0,77.0,3.0,20,21,8,2019,0.0
5667,0,40.7,4.3,93.4,2,13.0,1015.0,93.0,1.0,8,26,8,2018,0.0
5668,0,41.1,7.1,94.0,2,14.0,1024.0,87.0,1.0,10,3,11,2018,0.0
5669,0,37.9,1.1,64.8,2,17.0,1021.0,39.0,6.0,7,12,5,2019,0.0
5670,2,37.1,30.9,90.7,2,23.0,1013.0,57.0,2.0,19,1,8,2018,0.0
5671,4,45.8,119.8,65.2,2,22.0,1015.0,28.0,4.0,8,14,5,2019,0.0
5672,2,34.8,52.5,93.4,2,22.0,1014.0,60.0,5.0,11,13,10,2018,0.0
5673,3,41.5,143.3,81.4,2,18.0,1016.0,93.0,1.0,17,19,9,2019,0.0
5674,2,31.4,30.3,95.8,2,17.0,1030.0,42.0,5.0,11,25,2,2019,0.0
5676,2,42.5,22.8,73.9,2,23.0,1017.0,77.0,1.0,9,23,8,2019,0.0
5677,2,38.4,16.8,80.1,2,30.0,1018.0,42.0,4.0,14,1,6,2019,0.0
5678,2,35.2,37.2,81.7,0,10.0,1018.0,100.0,2.0,19,16,1,2019,0.0
5679,2,37.7,26.7,89.8,2,20.0,1023.0,73.0,2.0,11,22,9,2018,0.0
5680,1,42.6,18.3,86.6,2,21.0,1020.0,93.0,3.0,12,30,8,2019,0.0
5681,1,43.8,5.2,80.4,0,17.0,1015.0,100.0,3.0,3,9,7,2019,0.0
5682,2,37.6,23.8,93.1,2,22.0,1022.0,73.0,3.0,12,12,9,2018,0.0
5683,2,40.4,66.5,87.4,2,20.0,1018.0,68.0,8.0,10,12,10,2018,0.0
5684,1,41.5,5.3,67.5,2,8.0,1021.0,87.0,2.0,11,26,1,2019,0.0
5685,1,43.0,6.7,74.1,2,17.0,1018.0,100.0,2.0,8,31,8,2019,0.0
5686,0,38.0,6.2,73.7,2,14.0,1020.0,87.0,6.0,13,12,12,2018,0.0
5687,3,44.6,136.5,88.8,2,22.0,1018.0,68.0,8.0,14,12,10,2018,0.0
5688,1,39.2,2.8,89.7,0,9.0,1023.0,81.0,3.0,22,20,2,2019,0.0
5689,3,43.8,78.4,77.9,0,12.0,1030.0,100.0,0.0,19,6,12,2018,0.0
5690,0,37.5,5.7,89.0,1,21.0,1013.0,88.0,2.0,20,2,7,2019,0.0
5691,1,35.5,6.8,87.3,2,14.0,1019.0,87.0,2.0,12,1,11,2018,0.0
5692,2,33.5,29.0,76.8,0,17.0,1018.0,59.0,5.0,22,24,5,2019,0.0
5694,4,42.3,110.8,83.5,2,1.0,1030.0,80.0,5.0,9,4,2,2019,0.0
5695,0,44.2,0.0,90.1,0,19.0,1015.0,100.0,1.0,4,6,8,2018,0.0
5696,2,44.9,6.9,67.9,0,6.0,1023.0,93.0,2.0,7,22,1,2019,0.0
5697,2,35.6,46.5,80.5,2,19.0,1015.0,56.0,5.0,14,19,4,2019,0.0
5698,1,44.0,12.9,85.8,0,14.0,1021.0,93.0,2.0,2,13,8,2019,0.0
5699,1,36.4,16.1,85.1,2,11.0,1031.0,43.0,1.0,13,4,2,2019,0.0
5700,4,44.4,108.0,75.9,0,15.0,1024.0,58.0,2.0,18,10,12,2018,0.0
5701,2,45.7,5.6,87.1,0,9.0,1024.0,62.0,5.0,6,26,2,2019,0.0
5702,4,43.5,141.7,72.3,2,17.0,1022.0,67.0,3.0,18,7,6,2019,0.0
5703,0,39.4,0.0,89.1,0,21.0,1014.0,88.0,1.0,1,11,7,2019,0.0
5704,0,43.1,0.0,70.8,0,17.0,1015.0,82.0,5.0,21,27,5,2019,0.0
5705,1,37.7,12.2,89.8,2,17.0,1017.0,82.0,1.0,9,31,8,2018,0.0
5706,0,42.8,3.0,84.4,0,5.0,1023.0,100.0,1.0,5,13,11,2018,0.0
5707,2,38.8,47.5,86.3,2,27.0,1017.0,50.0,5.0,16,15,9,2019,0.0
5708,1,39.8,19.7,89.6,2,22.0,1016.0,64.0,3.0,12,1,8,2018,0.0
5710,2,37.1,30.5,90.2,2,20.0,1020.0,88.0,4.0,10,31,7,2018,0.0
5711,2,38.5,22.4,86.8,0,18.0,1020.0,93.0,3.0,1,10,8,2019,0.0
5712,0,41.9,0.0,76.0,0,12.0,1030.0,93.0,1.0,2,7,12,2018,0.0
5713,2,43.0,12.5,77.1,0,22.0,1018.0,60.0,3.0,20,14,9,2019,0.0
5714,2,33.9,24.9,92.3,2,13.0,1008.0,76.0,6.0,12,21,11,2018,0.0
5715,2,39.1,30.6,87.3,2,26.0,1017.0,88.0,3.0,14,17,8,2019,0.0
5716,3,38.6,39.6,90.7,2,26.0,1016.0,45.0,4.0,15,31,8,2018,0.0
5717,2,37.1,17.5,83.1,2,22.0,1014.0,77.0,4.0,13,22,6,2019,0.0
5718,0,39.3,0.0,89.2,0,17.0,1014.0,100.0,2.0,2,8,7,2019,0.0
5719,1,37.5,21.3,93.5,2,21.0,1015.0,88.0,3.0,13,25,7,2018,0.0
5720,2,33.0,25.0,90.4,2,17.0,1019.0,100.0,1.0,9,28,8,2019,0.0
5721,1,44.9,18.1,88.8,0,17.0,1018.0,93.0,1.0,23,8,9,2018,0.0
5722,0,41.2,0.0,86.9,0,15.0,1023.0,55.0,1.0,22,26,2,2019,0.0
5723,2,36.3,31.3,79.5,2,17.0,1014.0,72.0,4.0,12,4,6,2019,0.0
5724,3,40.8,64.3,84.4,0,10.0,1004.0,93.0,0.0,20,30,10,2018,0.0
5725,3,37.4,51.6,76.9,2,14.0,1013.0,87.0,7.0,11,9,5,2019,0.0
5726,0,44.8,0.0,84.7,0,16.0,1012.0,93.0,0.0,4,4,9,2018,0.0
5727,2,41.3,30.5,81.9,2,18.0,1019.0,88.0,3.0,15,16,9,2018,0.0
5728,0,37.3,1.4,66.3,0,13.0,1023.0,93.0,6.0,2,2,12,2018,0.0
5730,2,40.0,33.5,88.3,2,23.0,1018.0,61.0,3.0,17,24,8,2018,0.0
5731,2,37.2,29.4,76.8,2,26.0,1021.0,39.0,5.0,15,29,5,2019,0.0
5732,0,37.4,1.9,89.8,0,14.0,1018.0,82.0,1.0,22,4,10,2018,0.0
5733,1,45.5,8.7,85.9,0,16.0,1017.0,100.0,3.0,0,9,9,2019,0.0
5734,2,37.3,17.9,82.6,0,21.0,1017.0,68.0,5.0,20,20,8,2019,0.0
5735,2,39.6,20.7,74.5,0,12.0,1030.0,100.0,2.0,20,6,12,2018,0.0
5736,0,41.5,0.0,88.8,0,10.0,1029.0,81.0,0.0,0,25,2,2019,0.0
5737,0,37.7,4.7,79.6,0,19.0,1013.0,93.0,1.0,1,12,7,2019,0.0
5738,3,33.1,56.8,77.1,2,23.0,1019.0,56.0,7.0,16,25,5,2019,0.0
5739,3,40.9,96.4,93.8,0,18.0,1026.0,55.0,4.0,19,22,2,2019,0.0
5740,2,36.4,17.8,72.9,2,15.0,1018.0,93.0,2.0,7,21,6,2019,0.0
5741,2,44.1,25.5,80.5,2,24.0,1024.0,53.0,3.0,13,11,9,2019,0.0
5742,1,37.1,14.7,83.9,0,18.0,1015.0,77.0,2.0,4,23,8,2019,0.0
5743,2,34.5,27.0,85.4,2,20.0,1011.0,52.0,2.0,14,31,3,2019,0.0
5744,3,34.2,162.3,90.3,2,22.0,1018.0,64.0,5.0,16,19,8,2019,0.0
5745,0,50.2,0.0,89.9,0,11.0,1017.0,100.0,0.0,6,6,10,2018,0.0
5746,3,40.8,55.7,87.2,1,20.0,1022.0,77.0,5.0,18,22,9,2018,0.0
5747,2,36.9,30.0,76.4,2,17.0,1014.0,59.0,4.0,11,1,4,2019,0.0
5748,1,33.9,8.3,70.3,2,18.0,1017.0,88.0,3.0,19,20,6,2019,0.0
5749,2,38.1,24.2,76.4,2,15.0,1012.0,87.0,7.0,12,9,5,2019,0.0
5750,3,45.7,41.1,86.1,1,17.0,1017.0,93.0,2.0,19,14,9,2018,0.0
5751,1,44.0,0.8,80.6,0,13.0,1021.0,100.0,1.0,3,25,9,2019,0.0
5752,0,47.9,0.0,82.1,2,17.0,1018.0,39.0,4.0,7,7,9,2019,0.0
5753,0,48.1,4.6,90.5,0,18.0,1016.0,100.0,2.0,3,26,7,2018,0.0
5754,4,42.7,147.1,76.9,2,14.0,1012.0,93.0,4.0,8,8,5,2019,0.0
5755,0,45.6,1.4,86.2,0,19.0,1018.0,38.0,3.0,3,26,9,2018,0.0
5756,2,46.8,14.1,80.8,0,7.0,1023.0,87.0,4.0,4,16,2,2019,0.0
5757,1,34.4,9.3,77.6,2,17.0,1017.0,77.0,6.0,12,10,5,2019,0.0
5758,3,40.2,65.3,88.0,2,20.0,1021.0,56.0,5.0,10,9,8,2018,0.0
5759,0,42.0,0.0,75.9,0,7.0,1024.0,100.0,3.0,4,1,12,2018,0.0
5760,3,37.1,67.8,89.6,2,19.0,1016.0,88.0,3.0,16,22,8,2018,0.0
5761,0,40.7,3.0,77.9,0,18.0,1021.0,93.0,3.0,21,19,9,2018,0.0
5762,0,34.8,2.4,88.4,2,14.0,1018.0,87.0,1.0,9,6,10,2018,0.0
5763,0,42.4,2.5,81.2,0,16.0,1022.0,77.0,2.0,20,24,10,2018,0.0
5764,0,43.5,2.5,86.0,0,15.0,1018.0,100.0,1.0,0,29,9,2018,0.0
5766,0,46.6,0.0,84.8,0,13.0,1011.0,82.0,4.0,6,6,11,2018,0.0
5767,1,38.2,9.5,91.4,2,17.0,1014.0,100.0,4.0,9,28,8,2018,0.0
5768,3,40.0,102.8,84.5,2,21.0,1017.0,88.0,5.0,13,9,8,2019,0.0
5769,0,42.3,0.0,82.7,0,14.0,1020.0,100.0,0.0,3,19,9,2018,0.0
5770,0,38.9,0.0,93.0,0,11.0,1024.0,93.0,4.0,5,3,3,2019,0.0
5771,1,42.0,5.8,83.1,2,17.0,1018.0,77.0,3.0,8,29,7,2018,0.0
5772,1,40.9,4.1,87.0,0,16.0,1019.0,100.0,2.0,22,23,8,2018,0.0
5773,4,44.0,44.5,85.5,2,15.0,1020.0,77.0,1.0,7,26,9,2018,0.0
5774,2,36.2,30.4,88.9,2,12.0,1021.0,58.0,1.0,13,19,2,2019,0.0
5775,2,38.7,20.1,84.6,2,24.0,1020.0,93.0,2.0,13,30,8,2019,0.0
5776,0,44.9,0.7,84.6,0,13.0,1019.0,51.0,1.0,3,4,10,2018,0.0
5777,3,32.9,54.9,98.6,2,13.0,1025.0,76.0,2.0,17,7,2,2019,0.0
5781,4,50.1,58.4,72.8,0,22.0,1014.0,88.0,4.0,22,11,7,2019,0.0
5783,0,38.1,4.6,83.0,0,7.0,1029.0,93.0,0.0,2,10,12,2018,0.0
5784,1,38.6,5.6,75.9,0,22.0,1017.0,77.0,2.0,20,15,9,2019,0.0
5785,1,49.2,1.5,66.2,0,11.0,1015.0,76.0,7.0,3,20,1,2019,0.0
5786,2,46.1,17.2,83.8,0,15.0,1023.0,100.0,6.0,1,12,8,2019,0.0
5787,1,40.2,10.6,82.1,0,19.0,1016.0,88.0,1.0,3,21,8,2019,0.0
5788,1,38.2,10.8,88.9,2,17.0,1019.0,68.0,4.0,10,6,10,2018,0.0
5789,2,40.8,23.2,82.4,2,22.0,1019.0,64.0,3.0,14,24,8,2018,0.0
5790,1,48.4,7.5,80.1,0,18.0,1012.0,100.0,3.0,1,26,8,2019,0.0
5791,0,42.0,0.0,74.1,0,13.0,1013.0,72.0,5.0,5,15,11,2018,0.0
5792,2,33.9,12.3,82.2,1,25.0,1014.0,60.0,2.0,20,12,7,2019,0.0
5793,0,37.9,7.9,81.8,0,22.0,1016.0,83.0,1.0,23,2,9,2019,0.0
5795,4,44.5,157.0,68.0,2,18.0,1018.0,93.0,2.0,9,3,6,2019,0.0
5796,2,44.0,15.3,85.5,2,27.0,1015.0,35.0,6.0,10,1,9,2018,0.0
5797,3,38.4,40.3,74.2,2,22.0,1018.0,60.0,8.0,15,24,5,2019,0.0
5798,1,46.8,1.1,84.8,0,7.0,1022.0,81.0,4.0,4,21,2,2019,0.0
5799,0,39.8,1.1,60.4,1,15.0,1020.0,77.0,6.0,20,8,6,2019,0.0
5800,2,44.2,7.7,64.0,2,9.0,1014.0,100.0,0.0,6,14,6,2019,0.0
5801,0,38.7,0.8,71.3,0,16.0,1018.0,52.0,3.0,2,20,4,2019,0.0
5802,0,38.5,3.3,59.0,0,11.0,1017.0,76.0,3.0,1,18,5,2019,0.0
5803,1,33.1,12.8,87.6,2,19.0,1015.0,64.0,3.0,12,15,11,2018,0.0
5804,3,42.0,30.3,87.4,2,24.0,1013.0,47.0,3.0,15,7,9,2018,0.0
5805,0,40.2,2.1,67.5,0,18.0,1018.0,47.0,5.0,5,31,5,2019,0.0
5806,0,34.3,9.3,76.8,0,10.0,1021.0,93.0,0.0,23,11,4,2019,0.0
5807,2,44.5,30.2,87.0,1,25.0,1019.0,44.0,4.0,18,24,9,2018,0.0
5808,0,46.1,7.7,85.5,0,17.0,1015.0,77.0,7.0,2,12,10,2018,0.0
5810,0,44.5,0.0,85.0,0,5.0,1013.0,80.0,0.0,5,29,10,2018,0.0
5811,4,44.4,147.5,68.7,2,20.0,1016.0,82.0,3.0,18,3,6,2019,0.0
5812,2,36.0,37.1,90.5,2,23.0,1021.0,64.0,6.0,15,19,9,2018,0.0
5813,2,31.6,31.6,100.4,2,15.0,1029.0,72.0,2.0,17,27,2,2019,0.0
5814,1,44.7,10.7,89.7,0,15.0,1013.0,77.0,4.0,21,16,11,2018,0.0
5815,3,39.8,112.0,91.5,2,20.0,1021.0,64.0,6.0,12,9,8,2018,0.0
