AVERAGE_SPEED_DIFF,AVERAGE_FREE_FLOW_SPEED,AVERAGE_TIME_DIFF,AVERAGE_FREE_FLOW_TIME,LUMINOSITY,AVERAGE_TEMPERATURE,AVERAGE_ATMOSP_PRESSURE,AVERAGE_HUMIDITY,AVERAGE_WIND_SPEED,AVERAGE_CLOUDINESS,HOUR,DAY,MONTH,YEAR,AVERAGE_RAIN,IS_STORMY
2,33.8,40.6,77.4,2,27,1020,39,5,4,11,31,5,2019,250,0
0,49,3.3,75.8,2,17,1016,45,3,3,7,8,9,2019,250,0
0,42.5,4.2,83.9,1,19,1016,82,3,6,19,31,8,2019,250,0
1,34.9,17.1,65.4,0,14,1021,87,3,6,22,9,6,2019,250,0
1,35.6,9.3,89.7,2,18,1019,42,3,6,9,7,9,2019,250,0
0,46.5,2.5,79.2,0,13,1022,100,1,3,2,27,9,2019,250,0
0,36.5,1.5,64.4,2,15,1015,63,2,3,8,5,5,2019,250,0
3,42.7,67.1,71.9,2,13,1007,100,5,3,16,6,6,2019,3000,0
1,43.2,14.1,81.6,2,17,1016,100,0,4,9,25,8,2019,250,0
4,50.1,57.8,76.8,1,13,1016,100,0,4,7,17,9,2018,250,0
0,36.1,5.3,89.6,0,17,1018,100,1,6,23,21,7,2019,700,0
0,46.3,4.5,66.9,0,20,1016,60,2,6,21,7,9,2019,300,0
2,37.1,54.5,89.6,2,17,1016,100,0,4,10,16,10,2018,250,0
0,45.8,0,85.6,0,16,1016,100,1,4,3,17,9,2019,250,0
0,34.5,4.4,93.5,2,12,1022,87,4,5,12,10,2,2019,250,0
1,46.1,9.9,79.4,0,13,1019,100,0,1,0,17,10,2018,250,0
1,43.4,3.6,85.4,0,18,1013,93,0,4,3,13,7,2019,250,0
4,42.2,75.9,79.4,2,14,999,87,6,4,17,22,4,2019,300,0
3,34.3,117.8,83.4,2,22,1019,83,4,6,18,16,8,2019,700,0
2,32.2,12.8,62.3,2,16,1016,63,4,6,12,19,5,2019,250,0
3,35.4,63.4,81.1,2,19,1020,67,7,6,14,10,6,2019,250,0
4,43.4,86.6,83.3,2,22,1021,83,6,6,17,14,8,2019,250,0
3,45.6,40.2,77.2,1,24,1017,47,3,6,19,6,9,2019,250,0
2,38.2,26.8,76.3,2,13,1007,93,7,4,14,17,4,2019,250,0
0,48.9,2.2,66.3,0,10,1011,87,7,5,1,22,11,2018,900,0
3,36.1,68,75.4,2,19,1021,59,4,6,15,8,6,2019,250,0
0,39.8,1.6,77.7,0,14,1011,100,6,4,4,8,5,2019,250,0
2,37.3,37.9,92.7,2,17,1018,93,3,4,17,15,9,2018,250,0
3,37.9,43.1,78.2,2,13,1000,100,7,5,15,31,1,2019,250,0
0,42.4,0,86.1,0,12,1016,100,0,1,5,17,9,2018,250,0
0,37.4,1.6,66.5,0,11,985,93,0,4,20,18,11,2018,250,0
0,39.8,0,67.3,0,13,1012,76,3,4,2,18,6,2019,250,0
3,38.6,59.8,80.8,2,26,1017,57,1,6,11,23,8,2019,700,0
4,46,77.7,79.6,2,2,1021,100,2,1,8,19,2,2019,250,0
1,43.7,2.3,79,0,12,1021,81,4,6,6,10,9,2019,250,0
2,43.2,25,71.4,2,24,1018,49,5,6,14,28,5,2019,250,0
0,43.3,2.3,89.8,0,17,1015,100,2,4,2,25,7,2018,250,0
1,44.9,7,84.4,0,18,1015,100,1,4,1,27,8,2019,250,0
0,41.9,7.5,78.1,0,17,1019,100,2,3,23,30,8,2019,250,0
0,42.1,1,87,0,17,1018,100,3,3,0,13,8,2018,250,0
1,47.8,8.6,72.9,0,13,1020,82,4,6,23,8,6,2019,250,0
2,38.6,16.1,72.4,0,22,1016,56,2,6,21,22,8,2019,700,0
2,38.9,11.3,72.6,2,15,1023,93,6,4,14,3,12,2018,250,0
3,33.3,48.2,84.7,2,20,1019,45,5,6,9,6,9,2019,250,0
4,43.1,134.8,84.1,2,16,1020,72,2,6,18,6,5,2019,250,0
2,46.7,11.4,67,2,13,1006,100,9,5,14,4,11,2018,250,0
2,35.6,22.5,82.4,2,22,1018,50,3,3,9,21,8,2019,700,0
2,45.4,23.9,89.7,0,19,1005,88,2,5,20,13,10,2018,700,0
4,43,100.2,70.5,2,17,1017,68,1,3,9,21,5,2019,250,0
3,41.4,13.6,71.7,2,16,1019,93,0,4,7,4,9,2019,250,0
2,43.3,10.9,81.7,2,13,1010,87,8,4,14,24,11,2018,700,0
2,42.4,28.9,85.6,2,18,1008,93,8,4,10,21,9,2019,250,0
1,38,5.1,87.3,0,11,1019,100,0,4,21,29,11,2018,250,0
3,43.7,18.4,88.8,2,18,1016,100,1,4,8,6,8,2018,250,0
0,43.5,6,76.9,0,16,1014,100,4,4,2,19,6,2019,250,0
0,37.9,3.1,82.7,0,10,1004,87,4,4,23,24,4,2019,250,0
2,49,3.9,66.4,0,14,1009,100,3,4,22,24,11,2018,250,0
2,37.6,26.3,82.8,2,31,1017,43,2,6,13,22,8,2019,700,0
1,35.1,3.1,74.1,0,19,1015,93,4,6,22,18,7,2019,250,0
0,40.3,1.9,67,0,14,1013,87,1,6,4,15,5,2019,250,0
0,37.8,0,63.6,0,8,1014,87,1,6,5,20,5,2019,700,0
1,36.5,6.4,69.9,0,12,1015,93,2,6,2,5,6,2019,250,0
3,43.5,35.3,77,2,28,1018,54,4,6,14,21,8,2019,250,0
0,39.9,0,68.2,0,11,1017,100,1,6,5,22,5,2019,250,0
1,43.9,13.2,77.1,2,20,1018,40,6,6,10,7,9,2019,250,0
0,40.7,1.1,80.1,0,16,1016,100,1,4,0,18,9,2019,250,0
0,43.1,0,71.6,2,15,1011,100,1,4,7,23,6,2019,3000,0
0,39.6,2.9,89.6,0,10,1017,93,5,5,1,18,2,2019,250,0
0,42,0,76.1,2,6,1032,100,1,4,9,8,12,2018,250,0
1,42.6,4.3,90.4,0,17,1014,100,0,1,6,22,8,2018,250,0
0,44.8,2,78.6,0,20,1017,53,4,6,23,4,9,2019,250,0
0,39.6,3.4,87.7,0,17,1018,93,3,4,2,22,7,2019,700,0
0,36.2,2,71.1,0,11,1010,93,4,2,2,18,4,2019,300,0
2,36.1,31.2,82.7,2,12,1000,76,6,3,14,23,4,2019,660,0
1,47.8,8.1,82.3,0,14,1018,87,1,6,3,20,8,2019,250,0
0,40.2,3.1,67.7,1,16,1021,48,6,3,6,12,5,2019,250,0
0,42.6,2.5,63.9,0,12,1020,87,3,6,2,9,6,2019,300,0
1,36.8,18.4,84.4,2,21,1018,63,4,6,13,16,6,2019,250,0
0,45.2,0,83.9,2,16,1018,100,1,1,8,15,9,2018,250,0
2,34.8,64.3,80.7,2,8,1020,93,4,5,15,18,1,2019,250,0
3,41.6,79.7,80.9,2,24,1019,88,2,3,17,30,8,2019,250,0
1,40.3,10,84.4,0,22,1018,68,1,6,22,14,9,2019,250,0
3,38.5,89.4,85.2,2,17,1017,100,0,4,10,17,9,2019,250,0
1,51.5,7.5,66.2,0,16,1017,93,1,4,5,22,8,2019,300,0
0,47.9,6.4,80.1,0,17,1018,87,3,6,22,19,8,2019,250,0
1,37.3,2.2,63.4,2,11,1022,87,2,6,8,8,6,2019,250,0
3,41.1,58.8,80,2,14,1008,93,10,5,16,6,11,2018,250,0
0,45.8,0,68.7,0,12,1014,81,0,6,3,5,5,2019,250,0
3,43.1,37.1,79.9,0,13,1007,100,4,4,20,30,1,2019,250,0
2,39.3,35,85.5,2,20,1020,100,3,4,11,30,8,2019,700,0
3,34.3,133.1,75.1,2,23,1022,68,4,6,17,11,5,2019,700,0
0,40,4.6,84.5,2,16,1018,100,0,1,7,23,8,2018,250,0
2,42.5,20.1,71.4,0,20,1015,83,2,6,0,13,7,2019,250,0
2,34.6,31.6,83.3,2,23,1014,68,4,6,14,22,6,2019,700,0
1,37,15.2,91.9,0,18,1013,100,4,4,5,13,7,2019,250,0
0,40.3,0,67.2,0,12,1017,76,2,3,5,28,5,2019,250,0
1,47.8,7.5,78.9,0,15,1010,100,5,4,3,10,11,2018,5000,0
2,37.2,31.4,82.7,2,23,1014,52,3,6,14,4,5,2019,250,0
0,42.2,0,87.1,1,17,1015,100,1,4,6,27,7,2018,250,0
2,43.7,9.5,64.1,2,27,1018,21,6,6,13,13,5,2019,300,0
0,41.6,1.9,84.6,0,18,1016,42,3,3,3,8,9,2019,250,0
1,34.1,8.5,78.8,2,17,1020,72,7,6,19,8,6,2019,250,0
0,40,0,68,0,13,1017,93,0,6,1,22,5,2019,700,0
2,40.1,21.1,83.6,2,15,1021,82,0,6,8,14,8,2019,250,0
2,37.2,26.6,86.1,1,19,1013,48,5,6,20,22,6,2019,700,0
1,36.9,13,79.3,2,20,1019,100,2,4,9,2,6,2019,250,0
2,34.7,33.7,82.6,2,22,1018,72,6,6,18,26,5,2019,250,0
2,43.4,46.2,81,2,29,1017,38,1,6,12,22,8,2019,250,0
3,38.5,50.9,90.5,2,18,1018,93,4,4,16,18,9,2018,250,0
1,36.9,10.5,76.3,0,21,1019,82,1,3,0,15,9,2019,250,0
0,45.8,4.3,86.9,0,16,1018,100,2,1,23,14,9,2018,250,0
3,33.3,73.4,77.3,2,21,1016,68,8,6,19,24,5,2019,250,0
2,41.8,10.2,85.9,2,10,1021,71,2,2,8,4,3,2019,250,0
4,41.7,78.9,88.2,2,3,1030,81,1,1,9,5,2,2019,250,0
0,45.7,6.2,87.9,2,14,1020,100,1,1,8,16,9,2018,250,0
1,38.9,10.1,84,0,16,1021,100,1,1,23,12,9,2018,700,0
3,45.4,8.7,84.3,0,22,1015,77,3,6,22,9,7,2019,700,0
3,40,64.3,83.8,2,27,1018,28,4,6,15,6,9,2019,250,0
1,49.1,1,81.6,0,11,1017,100,5,4,0,18,2,2019,250,0
1,40.6,4.5,66.8,0,14,1021,93,5,4,22,23,5,2019,700,0
0,47.1,1.6,81.6,0,13,1020,100,1,3,3,26,9,2019,250,0
0,42.6,0,72.3,0,15,1013,72,3,6,23,17,6,2019,700,0
2,36.5,22.3,69.6,2,19,1018,37,5,4,10,28,5,2019,250,0
2,39.8,15.8,80.4,0,12,998,87,5,5,20,31,1,2019,250,0
0,40.1,0,84.2,0,20,1016,100,0,1,23,5,8,2018,250,0
3,39.8,47.8,85.5,2,18,1008,93,8,4,14,21,9,2019,700,0
1,43.2,10.1,75.1,2,21,1019,64,2,3,9,15,9,2019,250,0
3,38.9,70.3,73.4,2,22,1018,60,10,6,16,24,5,2019,250,0
2,41.5,5.6,60.5,2,15,1020,51,4,4,6,29,5,2019,250,0
0,38.2,3.5,81.7,0,7,1020,87,3,5,0,16,1,2019,250,0
0,42.3,0,74.8,0,13,1016,87,10,4,6,29,11,2018,250,0
0,44.5,0.7,85,0,16,1018,100,0,1,2,23,8,2018,250,0
4,44.5,74.7,87,2,14,1022,100,0,1,8,10,9,2018,250,0
3,53.9,5.9,76.3,0,13,1015,87,10,4,7,29,11,2018,700,0
1,40.6,19.3,80.4,1,18,1021,68,8,6,19,10,9,2019,250,0
1,37.7,10.3,75.7,2,22,1021,49,4,6,12,25,5,2019,250,0
0,46.9,0,82.9,0,12,1021,100,1,3,6,28,9,2019,250,0
3,40.8,42.4,81.8,2,18,1016,100,5,4,9,15,7,2019,250,0
1,38.8,4.2,79.2,0,14,1019,100,4,4,0,14,4,2019,250,0
0,38.5,2.3,64.4,0,15,1012,100,5,4,22,9,5,2019,250,0
1,48.2,1.3,67.9,0,16,1014,55,2,3,4,14,5,2019,250,0
0,44.6,0,80.8,0,13,1006,100,4,6,22,30,1,2019,700,0
1,38.3,8.5,64.6,0,16,1014,100,3,4,4,19,6,2019,250,0
2,40.6,14.4,84.4,2,25,1014,64,4,6,18,1,9,2019,900,0
3,44,28.2,72.3,2,20,1017,57,5,3,8,22,8,2019,250,0
0,43.7,5.7,82.7,2,13,1010,100,0,5,11,11,11,2018,700,0
4,42.3,57.6,73.9,2,25,1014,27,2,6,18,14,5,2019,700,0
0,44.1,2.1,74.5,0,18,1019,64,1,4,1,31,5,2019,250,0
0,42.7,4.5,62.5,0,18,1021,72,1,4,0,30,5,2019,300,0
2,39.4,27.2,88.4,2,20,1021,73,1,3,10,15,8,2019,250,0
2,35.3,10.8,87.1,2,25,1019,73,6,6,13,21,7,2019,700,0
1,43,12.8,77.9,0,17,1015,82,1,6,5,23,8,2019,250,0
1,43.9,10.4,86.6,0,18,1015,88,2,6,2,2,9,2019,250,0
0,45.2,0,87.4,0,18,1012,77,2,1,5,8,9,2018,250,0
2,34.8,18.8,89.4,2,12,1027,93,2,1,13,7,2,2019,900,0
4,42.2,53.7,73.7,2,25,1017,68,7,6,16,28,6,2019,250,0
2,48.2,5.4,85.2,1,15,1015,100,1,4,6,24,7,2019,250,0
2,40.9,26.5,80.9,2,12,1020,100,4,5,14,22,1,2019,700,0
0,51.2,0,76.9,0,17,1017,100,4,3,22,25,7,2019,250,0
0,47.2,1.7,73.2,1,18,1013,100,3,4,6,25,7,2019,250,0
4,41.2,73.7,71.8,2,20,1016,77,6,6,17,21,5,2019,700,0
0,44.9,3.3,79,0,15,1018,93,1,1,3,29,9,2018,250,0
3,39.6,42.4,87.8,2,16,1016,93,1,4,9,16,10,2018,250,0
0,45.5,1.5,71.3,2,13,1021,100,1,6,8,28,9,2019,250,0
2,37,27,90.6,2,18,1016,88,1,4,10,6,9,2018,250,0
1,40.9,10.4,90.3,0,17,1019,93,0,1,19,15,9,2018,250,0
3,40.5,60.6,76.5,0,14,1023,100,2,4,19,3,12,2018,250,0
3,47.3,11.3,77.4,0,12,1003,100,3,3,18,4,11,2018,700,0
0,43,0,87.8,0,17,1017,100,5,4,0,26,7,2019,250,0
2,34.6,13.5,75.8,2,27,1015,30,3,6,13,14,5,2019,250,0
1,46,5.5,78.2,2,13,1008,93,4,5,16,11,11,2018,700,0
3,40,97.2,88.3,2,24,1013,78,2,6,17,16,7,2019,700,0
1,40.1,5.2,91.2,0,18,1018,72,4,6,6,5,9,2019,250,0
0,41.6,0,74.3,0,11,1014,100,2,6,5,1,5,2019,250,0
3,33.9,35.5,86.3,2,18,1019,93,5,4,11,28,8,2019,250,0
2,37.9,32.8,83.2,2,29,1019,64,4,6,14,4,9,2019,250,0
0,42.8,5,86.2,0,10,1006,93,1,5,0,31,10,2018,900,0
2,36.2,34.2,71.6,2,14,1023,100,5,4,16,3,12,2018,250,0
4,46.5,97.2,63.2,2,12,1017,87,1,6,7,22,5,2019,300,0
1,42.2,11.7,84.3,0,14,1021,93,3,4,19,1,11,2018,250,0
4,41.8,121.4,75.5,2,24,1022,34,5,4,9,30,5,2019,250,0
2,41.8,16.2,88.6,2,14,1017,100,2,4,8,14,8,2018,250,0
1,39.7,7.9,93.1,0,18,1013,100,4,4,4,9,8,2019,250,0
1,33.2,13.2,81.4,2,16,1001,63,4,1,11,18,11,2018,250,0
0,43,2.5,80,0,16,1015,100,1,4,5,17,9,2019,250,0
1,47.2,9.4,76.1,0,17,1020,93,3,6,23,15,8,2019,250,0
0,45.5,0,65.2,0,11,1013,87,3,6,2,13,6,2019,700,0
0,38.1,2.3,64.2,0,13,1020,93,4,6,2,24,5,2019,250,0
0,40,0,76.3,0,17,1015,100,3,4,5,15,7,2019,250,0
2,38.4,18.2,85.5,2,19,1021,82,5,6,19,10,8,2019,250,0
3,42.4,28.4,69.9,2,12,1022,100,2,4,10,4,12,2018,250,0
1,36.6,9.4,67.8,2,26,1019,24,5,6,12,13,5,2019,250,0
0,42.8,3.2,85.7,0,15,1022,100,1,1,5,10,9,2018,250,0
1,51.1,1.3,79.3,0,12,1020,93,2,2,2,4,3,2019,250,0
0,38.6,4.6,84.5,0,17,1016,40,4,3,2,8,9,2019,250,0
2,34.1,26,79.5,2,18,1025,37,5,1,14,10,12,2018,250,0
0,40,0,77.2,0,18,1018,53,4,3,4,31,5,2019,250,0
2,43.6,14,70.1,2,13,1011,76,8,4,13,22,11,2018,700,0
2,39.9,7.1,64.6,2,11,1015,100,6,3,6,5,6,2019,250,0
2,37.8,22.5,79.5,2,27,1015,20,5,6,12,14,5,2019,250,0
2,42.2,8.8,65.8,2,16,1014,26,4,3,6,14,5,2019,250,0
0,38.3,4,64.2,0,19,1020,63,1,3,1,13,5,2019,250,0
1,51.2,15.2,74.9,0,19,1017,82,3,6,0,21,8,2019,250,0
3,37.8,48.9,65.3,2,22,1018,68,2,6,15,21,6,2019,700,0
3,39.2,139.1,73.2,2,19,1020,67,7,6,15,10,6,2019,700,0
1,40.7,21.2,77.2,0,17,1021,88,3,6,23,10,8,2019,250,0
2,36.3,21.6,78.6,0,17,1020,82,4,6,21,25,5,2019,250,0
0,51,2.1,69.7,0,10,1012,87,6,4,22,22,11,2018,700,0
2,39.6,37.4,88.3,2,16,1017,100,1,4,10,17,9,2018,250,0
3,40.7,83.6,83.1,2,22,1014,100,5,6,18,19,7,2019,250,0
1,42.7,12.1,81.4,0,21,1018,77,1,6,22,6,9,2019,250,0
3,40.4,96.9,77.9,0,13,1003,82,1,4,18,20,11,2018,700,0
0,47,0,81.7,0,7,1011,75,7,3,3,2,2,2019,700,0
0,40.4,0,66.8,0,14,1014,100,1,4,5,15,5,2019,250,0
2,47.8,5.6,72.6,0,13,1022,100,1,4,7,4,12,2018,250,0
0,37.7,0,64.8,0,12,1021,93,1,6,1,16,6,2019,250,0
0,43.1,0,91.2,0,14,1022,100,1,4,1,27,9,2019,250,0
0,44.8,0,84.4,0,17,1016,100,2,1,2,16,8,2018,250,0
4,41.2,174.8,76.3,2,15,1013,63,3,4,10,13,6,2019,700,0
2,44,16.5,78.9,0,18,1017,88,2,4,1,22,8,2019,250,0
0,47.7,2.1,75.2,0,15,1017,100,1,4,2,1,9,2019,250,0
1,51.1,1.3,69.5,0,10,1022,93,2,4,2,26,4,2019,300,0
4,40.4,129.1,78.1,2,20,1022,43,5,3,9,29,5,2019,250,0
3,40.2,107.4,90.8,2,22,1017,64,8,6,17,19,8,2019,700,0
0,39.3,0,78.5,2,16,1021,82,3,6,9,10,6,2019,250,0
2,48.5,9.2,84.9,0,14,1002,93,12,4,22,13,10,2018,700,0
2,36.8,45.1,83.5,2,26,1015,65,4,6,15,1,9,2019,900,0
3,50.7,8.2,67,0,12,1000,93,3,4,7,20,11,2018,250,0
0,44,0,81.4,0,16,1018,100,1,1,3,9,9,2018,250,0
2,45.5,14.4,70.2,0,17,1013,87,4,6,23,22,6,2019,660,0
1,39.7,5.6,84.7,2,14,1018,100,0,1,7,14,8,2018,250,0
3,43.8,41.9,85.4,2,28,1016,31,5,6,17,8,9,2019,250,0
0,42,0,73.1,0,13,1019,93,3,2,0,30,4,2019,250,0
2,42.1,19.4,76.6,2,11,1023,93,2,1,12,22,1,2019,250,0
1,37,3.6,68.3,0,10,1030,100,1,4,21,9,12,2018,250,0
2,40.1,18.4,76.8,2,20,1021,49,3,6,11,25,5,2019,250,0
1,42.8,5,69,0,17,1019,93,6,6,22,26,5,2019,300,0
4,42.8,92.8,83.1,2,24,1012,77,4,6,17,3,7,2019,700,0
1,37.9,7.6,66.2,0,16,1016,93,1,6,3,2,7,2019,900,0
1,43.2,3.8,79.1,1,9,1019,81,5,1,7,14,11,2018,250,0
3,42.6,42.5,69.9,2,12,1019,93,3,4,10,29,1,2019,700,0
0,40.6,3.4,87.6,0,20,1016,100,1,1,0,6,8,2018,250,0
0,37.7,2.2,63.4,0,11,1016,100,2,3,4,22,5,2019,250,0
4,44,94.4,85.5,1,16,1014,93,1,4,7,16,10,2018,250,0
1,44.6,14.4,87.5,2,14,1012,87,4,5,10,4,11,2018,250,0
0,41.7,0,74.4,0,10,1010,81,6,4,6,22,11,2018,700,0
1,36.8,7.3,78.1,2,13,1015,82,3,6,18,25,4,2019,300,0
4,46.9,83.5,63.2,2,13,1017,76,4,3,7,28,5,2019,300,0
3,39.9,120.7,75.2,2,18,1018,68,5,4,9,27,5,2019,250,0
1,46.6,9,87.6,0,13,1021,100,6,3,3,14,8,2019,250,0
0,38.5,0,67.5,0,13,1014,82,1,6,1,5,5,2019,250,0
0,31.7,0,57.2,0,15,1013,93,7,4,0,8,5,2019,250,0
2,38.3,32.4,79.2,2,20,1016,100,1,4,10,2,7,2019,250,0
0,44,0,85.5,1,16,1018,100,1,1,7,15,9,2018,250,0
2,38.3,31.5,92.8,2,28,1026,37,4,6,12,12,9,2019,250,0
3,42.8,37.2,74.2,0,25,1018,68,3,6,20,13,9,2019,250,0
2,33.5,25.1,75.9,2,23,1020,56,5,6,14,25,5,2019,250,0
1,42.6,10.7,83.1,0,16,1021,93,2,6,23,12,8,2019,250,0
0,39.1,0,92.1,0,10,1016,87,4,4,5,5,3,2019,250,0
3,44.4,31.4,74.7,2,15,1019,100,1,2,9,29,4,2019,250,0
1,44.1,5.3,73.1,2,23,1021,60,2,3,9,14,9,2019,250,0
0,34.1,3.6,85.8,0,8,1026,100,1,5,21,6,2,2019,250,0
2,36.5,52.2,76.8,2,25,1026,41,5,6,11,12,9,2019,250,0
2,35.1,35.9,76.4,2,21,1013,52,4,6,18,22,6,2019,700,0
2,38.3,14.3,79.5,2,29,1018,41,3,6,13,1,6,2019,900,0
1,40.2,2.9,75.9,0,19,1018,93,0,4,0,16,9,2019,250,0
3,40,138.9,81.6,2,21,1021,77,6,6,17,13,8,2019,700,0
1,37.5,2.6,67.3,0,8,1020,100,0,5,22,16,1,2019,250,0
0,38.4,0,72.6,0,15,1019,87,2,6,22,16,6,2019,250,0
2,41.2,49.6,88.8,0,18,1021,88,2,3,19,26,9,2019,250,0
2,39.5,30,83,2,17,1023,82,3,6,9,12,8,2019,250,0
1,42.3,9.6,71.1,0,12,1015,87,5,3,3,5,6,2019,250,0
2,37.7,21.2,90.3,2,18,1023,83,1,1,10,22,9,2018,700,0
1,45.1,15.3,82.8,0,19,1021,100,3,6,21,14,8,2019,250,0
0,36.5,0,69.4,0,15,1017,77,6,6,22,11,6,2019,250,0
3,41.1,71,85.2,0,20,1012,82,3,6,19,20,9,2019,700,0
1,37.6,6.8,66.3,2,15,1014,67,5,6,19,19,5,2019,250,0
0,35.8,2.9,62.3,0,15,1016,100,3,4,2,25,6,2019,250,0
2,40.4,32,87.4,2,18,1016,93,3,4,16,17,9,2018,250,0
0,44,0,68.5,0,10,998,100,1,2,22,22,4,2019,700,0
1,42,3.3,65.5,0,11,1003,93,6,5,0,21,11,2018,700,0
1,37.7,7.5,85.3,0,11,1017,93,3,3,20,25,4,2019,250,0
3,38.1,73.4,87,2,24,1013,82,3,6,17,2,7,2019,900,0
3,43.3,24.9,80.3,2,17,1014,100,1,4,7,16,7,2019,250,0
1,45.9,9,72.7,2,15,1016,100,9,4,8,1,9,2019,250,0
0,47.9,2.3,77.7,0,17,1021,93,2,6,20,26,9,2019,250,0
0,35.3,0.6,70.3,0,13,1015,93,9,3,0,1,5,2019,900,0
0,45.8,0,84.7,0,17,1015,93,1,1,5,6,9,2018,250,0
1,43.1,14.9,81.6,0,19,1020,100,4,6,20,14,8,2019,250,0
1,51.2,4.4,74.1,0,18,1023,72,2,6,23,11,9,2019,250,0
4,49.1,72.6,73.4,1,13,1003,100,4,4,8,31,1,2019,250,0
3,40.4,106.3,85.2,2,16,1016,100,1,4,9,18,9,2019,250,0
0,42.4,0,71.6,0,18,1019,88,1,6,22,27,6,2019,250,0
0,39.3,0,89.7,0,17,1015,100,2,4,2,19,7,2019,700,0
0,39.3,0.9,69.2,0,9,1030,87,1,6,0,27,4,2019,250,0
3,42.9,83.4,81.5,2,20,1017,93,2,3,17,30,9,2019,250,0
2,33.1,30.6,83.1,2,16,1019,93,2,4,11,9,9,2019,250,0
0,39.3,4.2,90.8,0,18,1015,100,2,6,21,15,7,2019,700,0
0,40.9,2,72.7,0,15,1019,87,2,2,22,28,4,2019,250,0
2,36.7,31.3,85.9,2,11,1008,76,4,4,11,21,11,2018,700,0
4,44.9,106.4,71.3,2,19,1014,93,7,4,7,11,7,2019,250,0
3,40.5,38.6,84.9,2,31,1014,57,4,6,16,11,7,2019,250,0
0,42.2,3.5,84.1,0,17,1016,100,3,3,0,16,8,2018,250,0
2,35.8,14.7,80.9,2,20,1014,77,4,6,11,22,6,2019,700,0
0,44.2,1.8,76.9,0,17,1023,68,2,3,2,13,9,2019,250,0
0,44.7,0,77.6,0,17,1016,100,0,6,23,17,9,2019,250,0
0,38.7,6.5,80,1,16,1014,82,1,6,20,17,6,2019,250,0
3,37.4,83.8,81.8,2,20,1020,73,3,3,10,20,8,2019,700,0
0,46.1,0,83.4,0,13,1022,100,0,1,5,23,9,2018,250,0
0,41.5,0,88.5,0,12,1020,100,2,4,0,4,3,2019,700,0
0,46.4,0,78.3,0,21,1017,39,4,3,4,3,9,2019,250,0
0,36.2,0.8,61.9,2,16,1012,100,3,4,9,23,6,2019,250,0
4,45.5,139.3,73.3,2,17,1021,48,5,4,8,29,5,2019,250,0
2,43,20.5,85.2,2,22,1020,68,3,6,14,28,9,2019,250,0
2,38.6,14.2,80.8,0,21,1017,72,2,6,22,20,8,2019,700,0
0,41.4,2.4,84.7,0,13,1020,100,5,3,22,3,3,2019,3000,0
0,44.9,1.2,84.6,0,13,1008,87,8,4,2,14,10,2018,250,0
1,49.1,10.7,85.4,1,16,1018,100,0,4,6,17,8,2019,250,0
2,33.5,31.6,88.1,2,21,1021,68,3,2,12,28,4,2019,250,0
0,40.2,1.3,67,0,13,1015,71,4,6,21,19,5,2019,250,0
4,47.9,177.3,60.9,2,17,1016,88,3,4,8,25,6,2019,300,0
0,43.1,0,88.5,1,10,997,87,4,1,7,30,10,2018,700,0
0,39.1,0,69,0,13,1012,76,0,4,4,4,5,2019,250,0
1,49.7,9.7,79.9,0,16,1019,100,7,4,4,16,8,2019,250,0
0,33.3,5.3,83.8,0,19,1013,88,14,3,21,16,7,2019,250,0
0,39.7,3,69,0,15,1019,93,1,4,1,28,6,2019,250,0
4,45.9,93.5,77,2,9,1020,81,5,1,8,14,11,2018,250,0
1,43.3,3.3,73.1,0,14,1013,76,6,6,21,12,6,2019,700,0
2,33.2,42.3,90.4,2,22,1017,68,4,6,11,18,7,2019,250,0
1,42.5,9.6,70.5,0,16,1019,100,8,6,4,1,7,2019,250,0
2,41.7,18.5,77.2,2,20,1016,100,1,4,8,23,8,2019,250,0
1,43,15.8,79.9,1,12,1022,100,1,4,6,12,8,2019,250,0
0,41.9,0,86.6,0,17,1015,100,2,1,1,6,9,2018,250,0
1,38.7,14.2,84.9,2,29,1015,35,3,6,12,10,7,2019,250,0
4,45.2,146,76.7,2,15,1016,100,1,4,8,18,9,2019,250,0
2,38.3,24.8,80.3,2,14,1023,100,5,4,15,3,12,2018,250,0
0,43.3,1.5,87.4,0,15,1020,100,0,1,3,20,9,2018,250,0
1,35.1,3.5,82.4,0,12,997,71,2,4,0,1,2,2019,700,0
1,36.2,3.4,62.4,0,19,1019,77,3,6,0,1,6,2019,900,0
2,38.9,15.9,85.1,1,23,1016,53,3,6,19,8,9,2019,250,0
1,46.9,2.1,60.5,0,15,1013,100,6,4,0,10,5,2019,250,0
2,33.6,20.4,76.7,2,27,1018,44,1,6,11,1,6,2019,900,0
0,43.3,0,87.9,0,16,1012,100,1,5,2,16,10,2018,250,0
3,39.9,106,75,2,16,1020,59,5,4,9,24,5,2019,250,0
2,46.5,9.4,69.4,0,19,1015,93,0,6,21,26,8,2019,700,0
2,36.7,38.1,83.2,0,14,1023,100,4,4,17,3,12,2018,250,0
2,40.4,26.1,91.9,2,19,1020,77,3,1,14,16,9,2018,250,0
0,43.6,4.1,82.2,0,16,1017,100,2,4,6,31,8,2019,250,0
0,42.7,0,83.8,0,5,1023,100,0,1,3,13,11,2018,250,0
3,38.5,58.5,82.6,2,21,1015,100,1,4,16,17,9,2019,250,0
2,41,40.4,85.9,2,23,1016,82,2,6,14,17,9,2019,250,0
